tenpo pini la	844
tenpo ni la	501
tenpo ali la	329
tenpo kama la	246
tenpo ala la	220
tenpo suno ni la	198
tenpo seme la	189
tenpo mute la	179
tenpo wawa la	114
tenpo lili la	87
tenpo suno pini la	74
tenpo suno ali la	72
tenpo suno kama ni la	70
tenpo pimeja ni la	68
tenpo suno kama la	57
tenpo suno pini ni la	57
tenpo suli la	53
tenpo kama lili la	42
tenpo monsi la	41
tenpo pimeja pini la	37
tenpo pimeja la	37
tenpo la	31
tenpo pini lili la	24
tenpo wawa mute la	22
tenpo suno open la	20
tenpo wan la	19
tenpo suli seme la	19
tenpo pini ala la	18
tenpo suno ni ali la	18
tenpo sinpin la	18
tenpo pini ni la	16
tenpo pimeja ali la	16
tenpo mute lili la	16
tenpo seli la	16
tenpo suno la	15
tenpo mute ala la	15
tenpo sin la	14
tenpo ilo seme la	14
tenpo pimeja open ni la	14
tenpo pini poka la	13
tenpo mute seme la	13
tenpo sike pini la	13
tenpo wawa lili la	13
tenpo lete la	12
tenpo musi la	12
tenpo suno pi nanpa wan la	12
tenpo suno pi nanpa luka tu la	11
tenpo lili li pini la	11
tenpo kama ala la	11
tenpo ijo la	11
tenpo pimeja kama la	10
tenpo pimeja pini ni la	10
tenpo awen la	10
tenpo sama la	9
tenpo suno open ni la	9
tenpo sike mute la	8
tenpo pini ali la	8
tenpo mute pini la	8
tenpo suli mute la	8
tenpo sike pi lete lili la	8
tenpo ante la	7
tenpo suno tu wan la	7
tenpo lili pini la	7
tenpo ni kin la	7
tenpo nanpa wan la	7
tenpo ali ala la	7
tenpo pona la	7
tenpo pini seme la	7
tenpo pi mute seme la	6
tenpo esun pini la	6
tenpo wawa ala la	6
tenpo suno open ali la	6
tenpo pimeja open la	6
tenpo sike lili la	6
tenpo ilo pi luka luka la	6
tenpo pimeja ni ali la	6
tenpo lili taso la	6
tenpo ijo kama la	5
tenpo lili lili la	5
tenpo suno tu la	5
tenpo pi suli seme la	5
tenpo esun kama la	5
tenpo li pini la	5
tenpo kama lili li pini la	5
tenpo suli pini la	5
tenpo suno ali pi nanpa wan la	5
tenpo sin ala la	5
tenpo wan pini la	5
tenpo suli ala la	5
tenpo ilo pi luka tu wan la	5
tenpo suno insa la	5
tenpo seli ni la	5
tenpo suno mute la	4
tenpo open la	4
tenpo <prp> la	4
tenpo tu wan la	4
tenpo kama poka la	4
tenpo nanpa tu la	4
tenpo sike ali la	4
tenpo alasa la	4
tenpo tu la	4
tenpo lon mi la	4
tenpo lili mute la	4
tenpo mun ni la	4
tenpo sike ni la	4
tenpo monsi ike la	4
tenpo mun pi nanpa luka wan la	4
tenpo li kama la	4
tenpo sike tu wan la	3
tenpo pini suli la	3
tenpo pini mute la	3
tenpo lape la	3
tenpo mun ali la	3
tenpo sike kama la	3
tenpo wan taso la	3
tenpo luka tu wan la	3
tenpo pini wan la	3
tenpo sike pini tu la	3
tenpo pakala la	3
tenpo kama ni la	3
tenpo moku la	3
tenpo suno pi nanpa luka la	3
tenpo pi mi jan lili la	3
tenpo pi nanpa wan la	3
tenpo suno pi tu wan la	3
tenpo pi lili nasa la	3
tenpo kama ali la	3
tenpo suno insa ni la	3
tenpo suno ali ni la	3
tenpo sike tu la	3
tenpo ilo wan la	3
tenpo ijo pini la	3
tenpo mun pini ni la	3
tenpo pimeja open pini ni la	3
tenpo suno sin ali la	2
tenpo mute mute mute la	2
tenpo li tawa la	2
tenpo suno ni li kama la	2
tenpo li ante la	2
tenpo utala la	2
tenpo mute mute la	2
tenpo suno pi mute lili la	2
tenpo pini weka la	2
tenpo suno pi nanpa mute luka la	2
tenpo luka luka luka tu la	2
tenpo sike mute pini la	2
tenpo lete ni la	2
tenpo sike luka la	2
tenpo esun ni la	2
tenpo lili kama li pini la	2
tenpo esun ali la	2
tenpo suli li pini la	2
tenpo pi nanpa lili la	2
tenpo suno pini pi nanpa lili la	2
tenpo sike alasa la	2
tenpo suno sin ni la	2
tenpo ike la	2
tenpo mute ali la	2
tenpo ilo pi luka tu la	2
tenpo ilo pi tu tu la	2
tenpo suno pi luka tu la	2
tenpo mun pini tu la	2
tenpo ali ni la	2
tenpo ilo luka tu la	2
tenpo sike kama ni la	2
tenpo suli kin la	2
tenpo suno ni kin la	2
tenpo ala sin la	2
tenpo sike pi tu tu la	2
tenpo sama ni la	2
tenpo mun tu la	2
tenpo sike pini ni la	2
tenpo ilo pi luka wan la	2
tenpo sike <num> la	2
tenpo ilo tu wan la	2
tenpo lon sina la	2
tenpo lili pini poka la	2
tenpo mun kama ni la	2
tenpo seme en lon seme la	2
tenpo suno ali lili la	2
tenpo suno sin la	2
tenpo pimeja ali ni la	2
tenpo mi la	2
tenpo pi lili mi la	2
tenpo mute nanpa la	1
tenpo tu wan pi sike mun la	1
tenpo telo li pini la	1
tenpo mun kama pi luka wan la	1
tenpo pi tawa tan tomo tawa la	1
tenpo suno pi pali ala la	1
tenpo suno li kama la	1
tenpo tawa kama sona pi toki wan taso la	1
tenpo kama lili ni la	1
tenpo sina wile kama la	1
tenpo musi mama la	1
tenpo sike wan la	1
tenpo tawa mi mute la	1
tenpo tawa ma la	1
tenpo pi wile pini la	1
tenpo sitelen mi la	1
tenpo pali li pini la	1
tenpo ali pi kama suno la	1
tenpo kama ijo la	1
tenpo mu li kama la	1
tenpo lili lili taso la	1
tenpo pini lili pi nanpa luka luka la	1
tenpo open suno pi nanpa wan li kalama e kama ona li tawa pona tawa pini ona la	1
tenpo suno kama pi pali ala la	1
tenpo pimeja pini lili la	1
tenpo luka luka luka luka la	1
tenpo mun tu li pini la	1
tenpo mun luka wan li kama pini la	1
tenpo sike mute mute mute mute tu pini la	1
tenpo suno tu kama la	1
tenpo sike luka luka la	1
tenpo esun ali pini la	1
tenpo pi pini utala la	1
tenpo sike mute mute pini la	1
tenpo lili kama la	1
tenpo pi kasi kule la	1
tenpo suli suli pini la	1
tenpo suno wan la	1
tenpo mun luka wan li pini la	1
tenpo suno tu wan li pini la	1
tenpo lili kin la	1
tenpo ike li kama la	1
tenpo kama lili pini la	1
tenpo kama li pini la	1
tenpo mute mute mute mute tu la	1
tenpo seli kama la	1
tenpo sike luka pini la	1
tenpo esun li pini la	1
tenpo lete pini la	1
tenpo wan sin la	1
tenpo suno <prp> kama la	1
tenpo pi jan lili la	1
tenpo esun la	1
tenpo li pini ala la	1
tenpo suno ni li pona la	1
tenpo suno ali li pini la	1
tenpo pimeja ali li pini la	1
tenpo suno pi seli mute la	1
tenpo sike mute luka luka luka taso la	1
tenpo mun <prp> pini li pini la	1
tenpo sike pi mute mute sin pini la	1
tenpo esun tu wan la	1
tenpo pi moli ona la	1
tenpo pini pi suli seme la	1
tenpo namako la	1
tenpo pi mute lili la	1
tenpo pi kama suno ali la	1
tenpo tu tu la	1
tenpo luka la	1
tenpo pi nanpa sama la	1
tenpo pi nanpa mute la	1
tenpo tu sin la	1
tenpo suno tu wan pini la	1
tenpo tu wan pini la	1
tenpo suno tu li kama la	1
tenpo sike ali pi nanpa luka luka luka tu wan la	1
tenpo nanpa tu wan la	1
tenpo mun pini li open ala la	1
tenpo sike pi mute luka luka la	1
tenpo pi ali ala la	1
tenpo sike wan li pini la	1
tenpo kama lili li pini ala la	1
tenpo sike ali mute la	1
tenpo pi tawa weka sina la	1
tenpo seme li pini la	1
tenpo nanpa ali la	1
tenpo nanpa luka wan la	1
tenpo <prp> nanpa luka luka luka tu wan la	1
tenpo <prp> nanpa tu la	1
tenpo <prp> nanpa luka luka luka tu tu la	1
tenpo moli ona li pini la	1
tenpo pimeja pini ali la	1
tenpo sike tu wan pini la	1
